,final_text,Group
6052,connection production_order_interface_app production_order_interface_vendor connection connection plsseald server think server print production order germany connection production_order_interface_app production_order_interface_vendor connection error rfc connection cpic call,GRP_45
6053,barcode scanner malfunction barcode scanner malfunction,GRP_24
6054,business_client issue search material code unavailable searching result via specification,GRP_14
6055,engineering toolonic ethic employee cajdwtgq breqgycv training course activated team good morning add ethic training course csr member cajdwtgq breqgycv daria working company since march despite request since joined company never training course invitation required completed employee answered question request info required let know,GRP_23
6056,outlook issue yesterday outlook took hour load afterit slow today open outlook outlook issue yesterday outlook took hour load afterit slow today open outlook anymore check,GRP_0
6057,dell dell adapter working,GRP_19
6058,booting booting user already spoken steffen computer name eagw ext,GRP_28
6059,read write access drive rth team arrange read write access dveuglzp mqetjxwp following drive team eagcldata team cid,GRP_0
6060,business_client issue specification searching sid returning result work okay sid,GRP_14
6061,issue pricing distributor_tool agreed price many distributor given period skus specified pricing condition zcnc erp distributor_tool order sold ship combination till august flat rate deployment issue today when distributor tried book order zcnc pricing condition initial screen show correct price when item selected quick order clicked price getting changed list price standard discount instead retaining zcnc price,GRP_21
6062,network outage melbourne rowville site hard type outage network _circuit power specify type outage top cert site when start scheduled maintenance power company power provider power scheduled maintenance network company maintain provider maintain ticket site backup circuit _no backup circuit active _no site contact notified phone email phone warehouse_tool mail remote dial _na equipment reset verified site working backup circuit _no vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,GRP_8
6063,desktop working desktop connected phone system server room company working could troubleshoot fix problem,GRP_19
6064,power adaptor docking station faulty connect laptop docking station try power encounter attached message confirmed message appear use external adaptor another docking station serial number docking station qad location,GRP_19
6065,circuit outage mpls ciruit matlxjgi elrndiuy since site vpn type outage network _circuit power specify type outage top cert site when start scheduled maintenance power _no company power provider power scheduled maintenance network _no company maintain provider maintain ticket site backup circuit backup circuit active site contact notified phone email _no remote dial equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,GRP_8
6066,log skype after change password log skype after change password application,GRP_0
6067,thermal warning temperature switch reached red threshold,GRP_4
6068,outlook search issue team outlook failing bring email search function cid tried rebuild indexing fails happening week need able use function,GRP_0
6069,install symantec computer lpaw team need reinstall antivirus symantec computer lpaw symantec working doubt contact,GRP_50
6070,dell boot dell boot failure try restart multiple time system reboots loop finally got running seems issue shut computer name lmsl win contact,GRP_3
